,Accommodates,Accuracy,Air Conditioning,Bathrooms,Bed type,Bedrooms,Beds,Breakfast,Buzzer/Wireless Intercom,Cable TV,Cancellation,Carbon Monoxide Detector,Check In,Check Out,Checkin,Cleaning_Fee,Cleanliness,Communication,Doorman,Dryer,Elevator in Building,Essentials,Extra_People,Family/Kid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Gym,Heating,Hot Tub,Indoor Fireplace,Internet,Kitchen,Lat,ListingID,Location,Long,Monthly_Price,Pets Allowed,Pool,Price,Property type,Safety Card,Security_Deposit,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Title,URL,UserID,Value,Washer,Weekly_Price,Wheelchair Accessible,Wireless Internet
0,3,Not Found,1,1.5,Not Found,1,2,1,1,0,Flexible,0,Not Found,Not Found,Not Found,$30,Not Found,Not Found,0,1,0,1,$20 / night after 2 guests,0,0,0,0,1,1,0,0,1,1,40.780074512036286,6699291,Not Found,-73.97746009918947,Not Found,0,1,135,Apartment,1,Not Found,0,1,0,1,1,Large & sunny 1br apartment!,https://www.airbnb.com/rooms/6699291,5293190,Not Found,1,Not Found,1,1
1,2,Not Found,1,1,Real Bed,1,1,1,1,0,Strict,0,12:00 PM (noon),12:00 PM (noon),Not Found,$54,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.75966758452957,6958139,Not Found,-73.99190066583202,$2100,0,1,96,Apartment,1,$500,0,1,0,1,1,Cosy room in Hells Kitchen,https://www.airbnb.com/rooms/6958139,20832071,Not Found,1,$600,1,1
2,4,Not Found,1,1,Not Found,1,2,1,0,1,Flexible,0,Not Found,Not Found,Not Found,$50,Not Found,Not Found,0,1,0,1,$35 / night after 3 guests,0,0,0,0,1,1,0,0,1,1,40.72704915546615,7161586,Not Found,-73.9813403057607,Not Found,0,1,139,Apartment,1,Not Found,1,1,0,1,1,Perfect East Village Escape,https://www.airbnb.com/rooms/7161586,11948157,Not Found,1,Not Found,1,1
3,2,4.5,0,1,Real Bed,0,1,1,0,1,Flexible,0,Not Found,Not Found,4.5,Not Found,4.5,5.0,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.74399926660595,4690677,4.5,-73.99069586750309,Not Found,0,1,175,Apartment,1,Not Found,0,0,0,1,1,Flatiron studio next to Madison Pk,https://www.airbnb.com/rooms/4690677,19007585,4.5,1,Not Found,1,1
4,4,Not Found,1,1,Not Found,1,2,1,1,0,Flexible,1,1:00 PM,11:00 AM,Not Found,$75,Not Found,Not Found,0,1,1,1,Not Found,1,1,1,0,1,1,0,0,0,1,40.78717582722338,7193730,Not Found,-73.97314860739861,$4200,0,1,150,Apartment,1,Not Found,0,1,0,1,0,Bright Modern Bohemian Apartment,https://www.airbnb.com/rooms/7193730,2420320,Not Found,1,$1150,1,1
5,3,Not Found,0,1,Not Found,0,3,0,0,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,0,0,0,No Charge,0,0,0,0,0,0,0,0,0,0,40.775226992152696,7194600,Not Found,-73.9541703223343,$2604,0,0,124,Apartment,0,Not Found,0,0,0,0,0,New York City Country Cottage,https://www.airbnb.com/rooms/7194600,37676372,Not Found,0,$738,0,0
6,2,Not Found,1,1,Real Bed,0,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,1,0,0,1,1,0,0,0,1,40.78266778412028,6909447,Not Found,-73.97660701087594,Not Found,0,1,130,Apartment,1,Not Found,1,1,0,1,0,Cozy & perfectly located Studio,https://www.airbnb.com/rooms/6909447,36207962,Not Found,1,Not Found,1,1
7,2,Not Found,1,1,Real Bed,1,1,1,1,0,Strict,1,3:00 PM,12:00 PM (noon),Not Found,$50,Not Found,Not Found,0,1,1,1,$25 / night after the first guest,1,1,1,0,1,1,0,0,1,1,40.84918324884801,6421978,Not Found,-73.92865019100226,$1100,0,1,42,Apartment,1,$250,0,1,0,1,1,Private room  - MANHATTAN,https://www.airbnb.com/rooms/6421978,33132886,Not Found,1,$300,1,1
8,2,Not Found,1,1,Real Bed,0,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.77689985318492,7129896,Not Found,-73.97879644276699,Not Found,0,1,110,Apartment,1,Not Found,1,1,1,1,0,Small studio near Central Park,https://www.airbnb.com/rooms/7129896,3974045,Not Found,1,Not Found,1,1
9,2,Not Found,1,1,Real Bed,0,1,1,0,1,Moderate,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,1,0,1,1,0,0,1,1,40.78173350791968,7216203,Not Found,-73.94806596868347,$3800,0,1,175,Apartment,1,Not Found,0,1,0,1,1,1st Floor UES studio with backyard!,https://www.airbnb.com/rooms/7216203,35632073,Not Found,1,$1100,1,1
10,3,Not Found,1,1,Not Found,0,2,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.78194228508996,6689632,Not Found,-73.97574993032423,Not Found,0,1,158,Apartment,1,Not Found,1,1,0,1,0,"Cozy, Sunny UWS Studio!",https://www.airbnb.com/rooms/6689632,35013117,Not Found,1,Not Found,1,1
11,1,Not Found,1,0.5,Real Bed,1,1,1,1,0,Moderate,1,3:00 PM,12:00 PM (noon),Not Found,$8,Not Found,Not Found,1,1,1,1,Not Found,1,1,0,0,1,1,0,0,1,1,40.74602233238009,6423027,Not Found,-73.97865953518158,Not Found,0,1,68,Apartment,1,Not Found,1,1,0,1,0,private bedroom in midtown,https://www.airbnb.com/rooms/6423027,9316570,Not Found,1,Not Found,1,1
12,2,4.5,1,1,Real Bed,1,1,1,1,0,Moderate,1,9:00 AM,11:00 AM,4.5,Not Found,4.5,4.5,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.76211300860707,6778238,5.0,-73.98574677691036,$2040,0,1,90,Apartment,1,Not Found,0,1,0,1,1,Private Room in Midtown NYC,https://www.airbnb.com/rooms/6778238,35323444,4.5,1,$577,1,1
13,2,Not Found,1,1,Pull-out Sofa,1,1,1,0,1,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.78778162978373,6980669,Not Found,-73.97287583271971,$3024,0,1,144,Townhouse,1,Not Found,1,1,0,1,1,Townhouse & Garden Private Bed/Bath,https://www.airbnb.com/rooms/6980669,36603478,Not Found,1,$850,1,1
14,2,4.5,1,1,Real Bed,0,1,1,0,1,Strict,0,2:00 PM,11:00 AM,4.5,$45,4.0,4.5,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.75128209311869,593292,5.0,-73.97658015923106,$3450,0,1,165,Apartment,1,$95,1,0,0,1,1,Penthouse Studio East 50s Terrace,https://www.airbnb.com/rooms/593292,2929585,4.5,1,$950,1,1
15,2,Not Found,0,1,Airbed,1,1,1,0,0,Moderate,0,6:00 PM,Not Found,Not Found,$10,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,1,1,1,1,0,1,1,40.79735075617619,7150445,Not Found,-73.96149978367531,Not Found,0,1,79,Apartment,1,$100,1,1,0,1,0,"1Bed on Upper West Side 5min to B,C",https://www.airbnb.com/rooms/7150445,23681631,Not Found,1,Not Found,1,1
16,1,5.0,0,1,Airbed,1,1,1,0,0,Strict,0,6:00 PM,8:00 AM,4.0,Not Found,4.5,4.5,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,0,1,40.7977966258606,6512112,4.0,-73.93807700900562,Not Found,0,1,25,Apartment,1,Not Found,0,1,0,1,0,Air Bed.,https://www.airbnb.com/rooms/6512112,33922512,4.5,1,Not Found,1,1
17,6,4.5,1,1,Not Found,1,2,1,1,0,Strict,1,2:00 PM,12:00 PM (noon),4.5,$100,4.5,4.5,0,1,0,1,$20 / night after 4 guests,0,1,1,0,1,1,0,0,0,1,40.790073594580434,2271266,4.5,-73.97179708177178,$5700,0,1,250,Apartment,1,$200,1,1,0,1,1,Entire Duplex! 1 Block Central Park,https://www.airbnb.com/rooms/2271266,10507472,4.5,1,$1488,1,1
18,1,4.0,1,1,Real Bed,1,1,1,0,0,Moderate,0,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,1,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.79320766774083,6515263,5.0,-73.97535698015427,Not Found,0,1,80,Loft,1,Not Found,1,0,0,1,0,Amazing studio heart of Manhattan!,https://www.airbnb.com/rooms/6515263,34066823,4.5,1,Not Found,1,1
19,2,5.0,1,1,Real Bed,0,1,1,1,0,Strict,1,3:00 PM,2:00 PM,5.0,$45,4.5,5.0,0,1,0,1,No Charge,1,0,1,0,1,1,0,0,0,1,40.78828808236039,5340020,4.5,-73.94850060329475,Not Found,0,1,89,Apartment,1,$125,1,1,0,1,0,"Cozy Spot,Central Park & Mt Sinai!",https://www.airbnb.com/rooms/5340020,13304917,5.0,1,Not Found,1,1
20,4,Not Found,1,1.5,Not Found,1,2,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.78520919721519,7183120,Not Found,-73.9726297843199,Not Found,0,1,150,Apartment,1,Not Found,0,1,0,1,0,UWS duplex a block from the park,https://www.airbnb.com/rooms/7183120,6525377,Not Found,1,$940,1,1
21,3,4.5,1,1,Real Bed,0,1,1,1,0,Strict,1,Not Found,12:00 PM (noon),4.5,$50,4.0,4.5,0,1,0,1,$20 / night after 2 guests,0,0,0,0,1,1,0,0,1,1,40.78378631645255,6444289,5.0,-73.97389474069816,Not Found,0,1,160,Apartment,1,$800,1,1,0,1,0,"Charming Studio, Steps to the Park",https://www.airbnb.com/rooms/6444289,24998505,4.0,1,$1000,1,1
22,1,Not Found,0,1,Real Bed,1,1,1,1,0,Strict,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.78459044331654,6993103,Not Found,-73.97775252154976,Not Found,0,1,73,Apartment,1,Not Found,0,0,0,1,1,"Cozy private room, awesome UWS area",https://www.airbnb.com/rooms/6993103,30312537,Not Found,1,Not Found,1,1
23,2,5.0,1,1,Real Bed,1,1,1,0,0,Moderate,1,Not Found,Not Found,5.0,Not Found,5.0,5.0,0,1,0,1,No Charge,1,0,1,0,1,1,0,0,1,1,40.79610806946762,2866822,4.5,-73.93020175928343,Not Found,0,1,85,Apartment,1,Not Found,1,1,0,1,1,Spacious 1BD in Upper East Side,https://www.airbnb.com/rooms/2866822,13631524,5.0,1,$550,1,1
24,1,Not Found,1,1,Real Bed,1,1,1,0,0,Flexible,0,Not Found,Not Found,Not Found,$25,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.7469289317916,7145335,Not Found,-73.98167613562516,Not Found,0,1,85,Apartment,1,Not Found,0,0,0,1,0,Master Bedroom in 2BR appartment,https://www.airbnb.com/rooms/7145335,18787899,Not Found,1,$575,1,1
25,2,Not Found,1,1,Not Found,1,2,1,0,1,Moderate,1,Not Found,Not Found,Not Found,$10,Not Found,Not Found,0,1,0,1,No Charge,1,1,1,0,1,1,0,0,1,1,40.74206096523053,6939758,Not Found,-73.9801439463603,Not Found,0,1,100,Apartment,1,Not Found,0,1,0,1,1,Mid-century Apt. Next To Subway,https://www.airbnb.com/rooms/6939758,3266476,Not Found,1,Not Found,1,1
26,2,Not Found,1,1,Real Bed,1,1,1,1,1,Moderate,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,1,1,1,0,0,1,1,40.802545741618125,7206191,Not Found,-73.95437886665216,Not Found,0,1,99,Apartment,1,$300,0,1,0,1,1,1 bedroom @ Columbia University,https://www.airbnb.com/rooms/7206191,36081711,Not Found,1,$589,1,1
27,2,Not Found,1,1,Not Found,0,2,1,1,1,Moderate,0,Not Found,Not Found,Not Found,$10,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.785210267609415,5499562,Not Found,-73.97351216422337,Not Found,0,1,105,Apartment,1,Not Found,1,0,0,1,1,Private Studio near Central Park,https://www.airbnb.com/rooms/5499562,28524066,Not Found,1,$700,1,1
28,2,4.5,1,1,Real Bed,1,1,1,0,0,Strict,0,2:00 PM,12:00 PM (noon),5.0,$45,5.0,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.79339814948364,627363,4.5,-73.96956454593419,$2300,0,1,112,Apartment,1,$250,0,0,0,1,0,1 Bdr UWS- Great location 95 St. !,https://www.airbnb.com/rooms/627363,729032,4.5,1,$700,1,1
29,1,5.0,1,1.5,Not Found,1,2,1,1,0,Flexible,0,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,1,1,Not Found,1,1,0,0,1,1,0,0,1,1,40.85490127318242,568933,4.5,-73.93499165513295,$1200,0,1,50,Apartment,1,Not Found,0,1,0,1,1,Spacious beautiful 2br in Manhattan,https://www.airbnb.com/rooms/568933,1334904,4.5,1,$350,1,1
30,1,Not Found,0,1,Real Bed,1,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,0,1,40.71946935040096,6706708,Not Found,-73.9902149204027,Not Found,0,1,68,Apartment,1,Not Found,1,1,0,1,0,"1 Bedroom, Renovated apartment",https://www.airbnb.com/rooms/6706708,27919763,Not Found,1,Not Found,1,1
31,1,4.5,1,Not Found,Real Bed,1,1,1,0,0,Strict,0,Not Found,Not Found,4.5,$5,4.0,4.5,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.73021996434307,1402731,5.0,-74.001842418306,$2300,1,1,80,Apartment,1,Not Found,0,0,0,1,0,Greenwich Village Crash Pad,https://www.airbnb.com/rooms/1402731,7571320,4.5,1,$585,1,1
32,2,5.0,1,1.5,Real Bed,1,1,1,1,0,Flexible,1,Not Found,Not Found,5.0,Not Found,4.5,5.0,1,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.7893594402132,4951402,4.5,-73.97501905278394,Not Found,1,1,80,Apartment,1,Not Found,1,1,0,1,0,Best Location on the UWS!!,https://www.airbnb.com/rooms/4951402,10795846,4.5,1,$500,1,1
33,1,Not Found,0,1,Real Bed,1,1,0,0,0,Flexible,0,Not Found,Not Found,Not Found,$13,Not Found,Not Found,0,0,0,0,Not Found,0,0,0,0,0,0,0,0,0,0,40.79893715476454,7239289,Not Found,-73.96639683641479,$1280,0,0,80,Apartment,0,Not Found,0,0,0,0,0,Cozy private room near subway,https://www.airbnb.com/rooms/7239289,19017204,Not Found,0,$420,0,0
34,4,Not Found,0,1,Real Bed,1,1,0,0,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,0,0,0,No Charge,0,0,0,0,0,0,0,0,0,0,40.77348841156907,7239663,Not Found,-73.9481609349476,Not Found,0,0,145,Apartment,0,Not Found,0,0,0,0,0,francine markowitz,https://www.airbnb.com/rooms/7239663,37901698,Not Found,0,Not Found,0,0
35,2,Not Found,1,1,Real Bed,0,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.80538220518703,7191740,Not Found,-73.95471817680473,Not Found,0,1,99,Apartment,1,$500,0,1,0,1,0,Apartment for rent,https://www.airbnb.com/rooms/7191740,9929238,Not Found,1,$700,1,1
36,2,Not Found,0,1,Futon,1,1,1,0,0,Flexible,0,Not Found,Not Found,Not Found,$25,Not Found,Not Found,0,1,0,1,Not Found,0,0,1,0,1,1,0,0,1,1,40.79720139245727,7206568,Not Found,-73.96921834437208,$2500,0,1,89,Apartment,1,$150,1,1,0,1,1,Private Bed & Bath in Spacious Apt,https://www.airbnb.com/rooms/7206568,37735816,Not Found,1,$600,1,1
37,2,5.0,1,0,Real Bed,1,1,1,1,0,Flexible,0,Not Found,Not Found,5.0,Not Found,4.0,5.0,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.78566775100754,6972046,5.0,-73.97664561607155,Not Found,1,1,150,Apartment,1,Not Found,1,0,0,1,0,Large Private Upper West Side Room,https://www.airbnb.com/rooms/6972046,23574544,4.5,1,Not Found,1,1
38,2,Not Found,1,1,Real Bed,0,1,1,0,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.78362877489585,7194972,Not Found,-73.97485471134712,$3500,0,1,190,Apartment,1,Not Found,0,1,0,1,1,"Charming, Central Park Studio Apt",https://www.airbnb.com/rooms/7194972,22502429,Not Found,1,$1100,1,1
39,2,Not Found,1,1,Real Bed,0,1,1,1,0,Strict,1,1:00 PM,12:00 PM (noon),Not Found,$49,Not Found,Not Found,0,1,0,1,No Charge,1,1,1,1,1,1,0,0,1,1,40.81814558059557,6208563,Not Found,-73.94214487043915,$2499,0,1,89,Apartment,1,$99,1,1,0,1,1,"Cozy NYC Studio, Perfect for 2",https://www.airbnb.com/rooms/6208563,6669966,Not Found,1,Not Found,1,1
40,7,3.5,1,1,Not Found,1,3,1,1,1,Moderate,0,2:00 PM,11:00 AM,4.5,$10,3.0,4.5,0,1,1,1,$10 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.73731678466178,4996856,5.0,-73.99222505945527,Not Found,0,1,130,Apartment,1,$150,0,0,0,1,1,whole apt.(with1 bedroom) Union. Sq,https://www.airbnb.com/rooms/4996856,7831209,3.5,1,Not Found,1,1
41,2,5.0,0,1,Real Bed,1,1,1,0,1,Moderate,1,3:00 PM,11:00 AM,5.0,Not Found,5.0,5.0,0,1,0,1,No Charge,1,0,1,0,1,1,0,0,1,1,40.79327410878522,6844394,5.0,-73.96925835369467,Not Found,1,1,105,Apartment,1,Not Found,1,1,0,1,1,Sunny Room Close to Everything!,https://www.airbnb.com/rooms/6844394,35864799,5.0,1,Not Found,1,1
42,1,4.5,0,1,Real Bed,1,1,1,0,1,Strict,0,3:00 PM,12:00 PM (noon),4.5,$15,3.5,5.0,0,1,1,1,Not Found,0,0,1,0,1,1,0,0,1,1,40.78963962416698,5442426,4.5,-73.97244862000312,Not Found,0,1,65,Apartment,1,Not Found,0,0,0,1,1,1 Single Bedrm in Upper West Side!,https://www.airbnb.com/rooms/5442426,28228829,4.5,1,Not Found,1,1
43,2,Not Found,0,1.5,Real Bed,1,1,1,1,0,Strict,1,Not Found,12:00 PM (noon),Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.82560231709628,6712530,Not Found,-73.95213939482927,$1700,0,1,75,Apartment,1,Not Found,1,1,0,1,1,⭐️Harlem getaway w/ great amenities,https://www.airbnb.com/rooms/6712530,10771238,Not Found,1,$500,1,1
44,3,Not Found,1,1,Not Found,2,2,1,1,0,Moderate,0,Not Found,Not Found,Not Found,$50,Not Found,Not Found,0,1,1,1,No Charge,1,0,0,0,1,1,1,0,1,1,40.795466910378856,7178232,Not Found,-73.94906137896366,Not Found,1,1,169,Apartment,1,Not Found,0,0,0,1,0,Amazing 2BR near Central Park North,https://www.airbnb.com/rooms/7178232,37604269,Not Found,1,$1100,1,1
45,4,Not Found,1,1,Not Found,1,2,1,0,1,Moderate,0,10:00 AM,12:00 PM (noon),Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.716744548516694,6893419,Not Found,-73.99177970147366,Not Found,0,1,163,Apartment,1,Not Found,1,0,0,1,1,"1 Bedroom Apt, Sleeps 3+ in LES",https://www.airbnb.com/rooms/6893419,4417895,Not Found,1,Not Found,1,1
46,3,Not Found,1,1,Not Found,1,2,1,1,0,Moderate,0,Not Found,Not Found,Not Found,$20,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.8507465761412,4715030,Not Found,-73.94152364242323,Not Found,0,1,90,Apartment,1,$200,0,0,0,1,1,Large Sunny Studio on Hudson River ,https://www.airbnb.com/rooms/4715030,24361297,Not Found,1,$600,1,1
47,4,4.5,1,2,Not Found,1,2,1,1,1,Moderate,1,Not Found,Not Found,5.0,Not Found,4.0,5.0,1,1,1,1,$25 / night after the first guest,1,0,0,0,1,1,0,0,1,1,40.703858287315505,1017491,5.0,-74.00686927540977,$1200,1,1,55,Apartment,1,Not Found,1,1,1,1,1,Beautiful Wall St. Apartment Share!,https://www.airbnb.com/rooms/1017491,5599939,4.5,1,$360,1,1
48,2,Not Found,0,1,Not Found,1,2,0,0,0,Flexible,0,Not Found,Not Found,Not Found,$10,Not Found,Not Found,0,0,0,0,$25 / night after the first guest,0,0,0,0,0,0,0,0,0,0,40.78455043970788,7094413,Not Found,-73.97652239885956,Not Found,0,0,99,Apartment,0,$95,0,0,0,0,0,Private Room in UWS,https://www.airbnb.com/rooms/7094413,6988990,Not Found,0,$580,0,0
49,2,5.0,1,1,Real Bed,1,1,1,1,0,Flexible,0,Not Found,Not Found,4.0,Not Found,5.0,4.5,0,1,0,1,No Charge,0,0,0,0,1,1,1,0,0,1,40.7176836908774,4815915,4.5,-73.99162087817767,Not Found,0,1,90,Apartment,1,$250,1,0,0,1,0,"Room in Manhattan, private bathroom",https://www.airbnb.com/rooms/4815915,10191995,4.0,1,Not Found,1,1
50,4,5.0,1,1,Real Bed,1,1,1,0,0,Moderate,1,3:00 PM,10:00 AM,5.0,$50,5.0,5.0,0,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.74761920270521,6658537,5.0,-73.97783660871282,$4000,0,1,160,Apartment,1,Not Found,1,1,1,1,0,LG studio in the heart of Manhattan,https://www.airbnb.com/rooms/6658537,28961530,5.0,1,$1050,1,1
51,4,5.0,1,1,Real Bed,2,1,1,1,0,Strict,0,Not Found,Not Found,5.0,$50,4.5,5.0,0,1,1,1,No Charge,1,0,0,1,1,1,0,0,1,1,40.80709740420807,937840,4.5,-73.95749242504203,Not Found,0,1,140,Apartment,1,Not Found,0,1,0,1,0,Sunny & Quiet 2-Bdrm (Kid-friendly),https://www.airbnb.com/rooms/937840,5063676,4.5,1,$980,1,1
52,4,Not Found,0,1,Not Found,2,2,1,1,1,Flexible,0,Not Found,Not Found,Not Found,$80,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.77790567269313,7112437,Not Found,-73.98103360679558,Not Found,0,1,175,Apartment,1,$200,1,0,0,1,1,HUGE 2br. apt. UWS Central Park,https://www.airbnb.com/rooms/7112437,11488122,Not Found,1,Not Found,1,1
53,2,Not Found,1,1,Real Bed,1,1,1,1,0,Strict,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.731854314458076,6833049,Not Found,-74.00271438765526,Not Found,0,1,160,Apartment,1,$500,0,1,0,1,0,Sunny Spacious 1BR in West Village,https://www.airbnb.com/rooms/6833049,1787313,Not Found,1,$1000,1,1
54,1,5.0,1,1,Real Bed,0,1,1,0,0,Flexible,0,Not Found,Not Found,5.0,Not Found,5.0,4.5,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.78274264798671,1950137,5.0,-73.98301953638733,Not Found,0,1,125,Apartment,1,$110,1,1,0,1,0,Studio Apt in the UWS of Manhattan,https://www.airbnb.com/rooms/1950137,10084635,4.5,1,Not Found,1,1
55,2,Not Found,1,1,Real Bed,1,1,1,1,1,Strict,1,9:00 AM,3:00 PM,Not Found,$40,Not Found,Not Found,0,1,0,1,$7 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.78607797302403,6893767,Not Found,-73.97700655171359,$2550,0,1,90,Apartment,1,$250,0,1,0,1,1,1 bedroom in lovely UWS apartment,https://www.airbnb.com/rooms/6893767,24416291,Not Found,1,$600,1,1
56,2,4.5,1,1,Real Bed,1,1,1,1,1,Strict,1,2:00 PM,12:00 PM (noon),5.0,$50,4.5,5.0,0,1,1,1,$25 / night after the first guest,0,1,1,0,1,1,0,0,1,1,40.778277932106,4412012,4.5,-73.94629075753821,Not Found,0,1,125,Apartment,1,$100,0,1,0,1,0,Private 1 Bedroom of Penthouse Apt ,https://www.airbnb.com/rooms/4412012,1671620,4.5,1,Not Found,1,1
57,2,5.0,1,1,Real Bed,1,1,1,0,1,Moderate,0,Not Found,Not Found,5.0,Not Found,5.0,5.0,0,1,0,1,$30 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.761893087375995,3553679,4.5,-73.9629763125631,$1720,0,1,79,Apartment,1,$95,0,0,0,1,1,Room in Upper East Side,https://www.airbnb.com/rooms/3553679,2879920,4.0,1,$490,1,1
58,2,4.5,1,1,Real Bed,1,1,1,0,0,Strict,1,3:00 PM,11:00 AM,5.0,Not Found,4.0,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.79258034304875,862973,4.0,-73.9454815397278,$3650,0,1,125,Apartment,1,$200,0,1,0,1,1,Terrace on Lex Near Central Park,https://www.airbnb.com/rooms/862973,4524320,4.5,1,$850,1,1
59,3,Not Found,0,1,Real Bed,1,1,1,0,0,Strict,1,1:00 PM,11:00 AM,Not Found,Not Found,Not Found,Not Found,0,1,0,1,$20 / night after 2 guests,0,0,1,0,1,1,0,0,1,1,40.822175731453044,7158825,Not Found,-73.94323505377649,Not Found,0,1,65,Apartment,1,Not Found,1,1,0,1,1,Harlem Vacation,https://www.airbnb.com/rooms/7158825,33906660,Not Found,1,Not Found,1,1
60,2,5.0,0,1,Real Bed,1,1,1,1,1,Strict,0,5:00 PM,Not Found,5.0,$30,5.0,5.0,0,1,0,1,$30 / night after the first guest,0,0,1,0,1,1,0,0,1,1,40.79866313192989,5713920,4.5,-73.96085597299779,Not Found,0,1,60,Apartment,1,$300,0,1,0,1,1,Newly renovated master bedroom.,https://www.airbnb.com/rooms/5713920,29624311,5.0,1,Not Found,1,1
61,2,5.0,1,1,Real Bed,0,1,1,0,0,Flexible,0,Not Found,Not Found,5.0,Not Found,3.5,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.7917179020303,4872295,5.0,-73.97277972345971,Not Found,0,1,173,Apartment,1,Not Found,0,0,0,1,1,Luxury NYC studio apartment ,https://www.airbnb.com/rooms/4872295,11629726,4.5,1,Not Found,1,1
62,3,4.5,0,1,Real Bed,1,1,1,1,1,Flexible,0,Not Found,Not Found,4.5,$50,3.5,5.0,1,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.80096023460271,4112630,3.5,-73.93857187552952,$2600,1,1,105,Apartment,1,Not Found,0,1,1,1,1,Great Space in Upper East Manhattan,https://www.airbnb.com/rooms/4112630,4509281,4.5,1,$600,1,1
63,2,4.5,1,1,Real Bed,1,1,1,0,1,Flexible,0,Not Found,Not Found,5.0,$25,4.5,5.0,0,1,0,1,$15 / night after the first guest,0,0,0,0,1,1,1,0,1,1,40.83333155198783,2806791,4.0,-73.9418177949635,Not Found,0,1,45,Apartment,1,Not Found,0,0,0,1,1,PRIVET  ROOM IN NEW YORK MANHATTAN,https://www.airbnb.com/rooms/2806791,11725608,4.5,1,Not Found,1,1
64,4,Not Found,0,1,Not Found,2,2,1,1,1,Strict,0,Not Found,Not Found,Not Found,$60,Not Found,Not Found,0,1,1,1,No Charge,1,1,0,0,1,1,0,0,1,1,40.7854333351573,6462362,Not Found,-73.9769992213384,Not Found,0,1,235,Apartment,1,Not Found,1,1,0,1,1,Amazing 2-bedroom Manhattan,https://www.airbnb.com/rooms/6462362,28236441,Not Found,1,$1400,1,1
